filename,fold,regions,hmean,precision,recall,gt_regions,det_num_char_gt,det_num_char_det,det_gran_score_recall,det_num_char_tp_recall,det_gran_score_precision,det_num_char_tp_precision,det_num_char_fp,num_splitted,num_merged,num_char_overlapped,original_split,stratum,gt_region_bin,small_text_bin,small_text_lt8_ratio,small_text_lt12_ratio,short_side_1024_median,aspect_long_short,brightness,contrast,blur_laplacian
drp.en_ko.in_house.selectstar_003818.jpg,1,84,0.9482774138450624,0.9246031641960144,0.9731958508491516,90,485.0,504.0,11.0,483.0,17.0,483.0,0.0,11.0,5.0,21.0,train,train_w1_s0,1,0,0.02222222222,0.05555555556,20.35428162,1.777777778,0.6112200702,0.1048965775,2702.284092
drp.en_ko.in_house.selectstar_003819.jpg,2,107,0.9980545043945312,1.0,0.9961165189743042,108,515.0,513.0,0.0,513.0,0.0,513.0,0.0,0.0,0.0,0.0,train,train_w2_s1,2,1,0.1111111111,0.1666666667,17.52000732,1.333333333,0.5081437454,0.297893553,1759.322478
drp.en_ko.in_house.selectstar_003820.jpg,4,85,0.9931185841560364,0.9890410900115968,0.9972299337387084,82,361.0,365.0,1.0,361.0,0.0,361.0,4.0,1.0,0.0,0.0,train,train_w0_s0,0,0,0.01219512195,0.03658536585,19.21732864,1.0,0.5711433859,0.1409693036,1151.986629
drp.en_ko.in_house.selectstar_003821.jpg,2,82,0.9925788640975952,1.0,0.9852670431137084,83,543.0,535.0,0.0,535.0,0.0,535.0,0.0,0.0,0.0,0.0,val,val_w0_s0,0,0,0.06024096386,0.1325301205,18.35998535,1.333333333,0.6130040586,0.1339874281,1707.553601
drp.en_ko.in_house.selectstar_003822.jpg,1,109,0.922945201396942,0.9165329337120056,0.9294478297233582,144,652.0,623.0,4.0,610.0,39.0,610.0,13.0,3.0,30.0,0.0,train,train_w4_s1,4,1,0.1111111111,0.7847222222,10.94380646,1.333333333,0.4147636663,0.3102066021,545.6979756
drp.en_ko.in_house.selectstar_003823.jpg,0,78,0.9986013770103456,0.997206687927246,1.0,80,716.0,716.0,0.0,716.0,2.0,716.0,0.0,0.0,1.0,0.0,train,train_w0_s0,0,0,0.0875,0.1125,18.55363464,1.333333333,0.6196180755,0.1726874233,1079.271599
drp.en_ko.in_house.selectstar_003824.jpg,3,101,0.9462760090827942,0.9497645497322084,0.942812979221344,103,647.0,637.0,4.0,614.0,9.0,614.0,20.0,4.0,6.0,3.0,train,train_w1_s0,1,0,0.04854368932,0.07766990291,18.98398132,1.777777778,0.6277526457,0.1413732145,1034.667994
drp.en_ko.in_house.selectstar_003825.jpg,0,88,1.0,1.0,1.0,88,757.0,757.0,0.0,757.0,0.0,757.0,0.0,0.0,0.0,0.0,val,val_w1_s1,1,1,0.09090909091,0.1477272727,19.24680537,2.131666667,0.7077215456,0.1642315635,2590.054116
drp.en_ko.in_house.selectstar_003826.jpg,2,126,0.9755393266677856,0.9716024398803712,0.9795082211494446,123,488.0,493.0,7.0,485.0,6.0,485.0,7.0,5.0,3.0,1.0,train,train_w3_s0,3,0,0.07317073171,0.1138211382,16.50400391,1.333333333,0.5195891137,0.2859232448,2055.953121
drp.en_ko.in_house.selectstar_003827.jpg,3,137,0.9301108717918396,0.9151414036750792,0.9455782175064088,142,588.0,601.0,8.0,564.0,14.0,564.0,11.0,8.0,4.0,26.0,train,train_w4_s1,4,1,0.1690140845,0.2112676056,14.6881691,1.333333333,0.6179492427,0.1514843995,1540.999542
