filename,fold,regions,hmean,precision,recall,gt_regions,det_num_char_gt,det_num_char_det,det_gran_score_recall,det_num_char_tp_recall,det_gran_score_precision,det_num_char_tp_precision,det_num_char_fp,num_splitted,num_merged,num_char_overlapped
drp.en_ko.in_house.selectstar_002754.jpg,1,178,0.9655670523643494,0.948517918586731,0.9832402467727661,193,1253.0,1282.0,7.0,1239.0,23.0,1239.0,3.0,7.0,19.0,40.0
drp.en_ko.in_house.selectstar_002756.jpg,1,127,0.9124369025230408,0.9100877046585083,0.9147982001304626,113,446.0,456.0,17.0,425.0,10.0,425.0,23.0,4.0,7.0,8.0
drp.en_ko.in_house.selectstar_002764.jpg,1,133,0.9848958849906921,0.9809523820877075,0.9888712167739868,136,629.0,630.0,7.0,629.0,11.0,629.0,1.0,1.0,9.0,0.0
drp.en_ko.in_house.selectstar_002774.jpg,1,106,0.993127167224884,0.9863481521606445,1.0,112,585.0,586.0,0.0,585.0,7.0,585.0,1.0,0.0,5.0,0.0
drp.en_ko.in_house.selectstar_002779.jpg,1,68,0.9888889193534851,0.9816176295280457,0.996268630027771,65,268.0,272.0,1.0,268.0,1.0,268.0,4.0,1.0,1.0,0.0
drp.en_ko.in_house.selectstar_002784.jpg,1,112,0.943221926689148,0.8961424231529236,0.9955223798751831,174,670.0,674.0,3.0,670.0,66.0,670.0,2.0,3.0,31.0,2.0
drp.en_ko.in_house.selectstar_002787.jpg,1,175,0.9360170364379883,0.9355400800704956,0.9364944696426392,212,1181.0,1148.0,9.0,1115.0,41.0,1115.0,4.0,8.0,22.0,29.0
drp.en_ko.in_house.selectstar_002790.jpg,1,122,0.9901724457740784,0.9818941354751587,0.9985915422439575,122,710.0,718.0,1.0,710.0,5.0,710.0,8.0,1.0,5.0,0.0
drp.en_ko.in_house.selectstar_002799.jpg,1,116,0.9959183931350708,0.9918699264526367,1.0,118,613.0,615.0,0.0,613.0,3.0,613.0,2.0,0.0,2.0,0.0
drp.en_ko.in_house.selectstar_002805.jpg,1,165,0.9483396410942078,0.9512194991111755,0.9454770684242249,194,807.0,779.0,3.0,766.0,25.0,766.0,9.0,3.0,14.0,4.0
drp.en_ko.in_house.selectstar_002806.jpg,1,116,0.9882799983024597,0.980033278465271,0.996666669845581,124,600.0,601.0,1.0,599.0,10.0,599.0,2.0,1.0,7.0,0.0
drp.en_ko.in_house.selectstar_002811.jpg,1,95,0.9958333373069763,0.9958333373069763,0.9958333373069763,95,720.0,720.0,3.0,720.0,3.0,720.0,0.0,3.0,3.0,0.0
drp.en_ko.in_house.selectstar_002819.jpg,1,158,0.9796772003173828,0.9736147522926331,0.9858155846595764,162,1128.0,1137.0,6.0,1118.0,11.0,1118.0,7.0,6.0,9.0,12.0
drp.en_ko.in_house.selectstar_002827.jpg,1,104,0.9639420509338379,0.9635316729545593,0.9643527269363403,117,533.0,521.0,1.0,515.0,13.0,515.0,6.0,1.0,5.0,0.0
drp.en_ko.in_house.selectstar_002831.jpg,1,102,0.9933528304100037,0.9946666955947876,0.9920424222946167,104,754.0,750.0,1.0,749.0,3.0,749.0,1.0,1.0,3.0,0.0
drp.en_ko.in_house.selectstar_002833.jpg,1,101,0.9481782913208008,0.9178321957588196,0.9805996417999268,133,567.0,572.0,7.0,563.0,38.0,563.0,0.0,5.0,15.0,9.0
drp.en_ko.in_house.selectstar_002836.jpg,1,164,0.8320392966270447,0.8282548189163208,0.8358585834503174,225,792.0,722.0,15.0,677.0,79.0,677.0,14.0,14.0,35.0,31.0
drp.en_ko.in_house.selectstar_002843.jpg,1,93,0.9860464930534363,0.9860464930534363,0.9860464930534363,92,430.0,430.0,1.0,425.0,1.0,425.0,5.0,1.0,1.0,0.0
drp.en_ko.in_house.selectstar_002847.jpg,1,147,0.9779832363128662,0.9866518378257751,0.9694656729698181,148,917.0,899.0,2.0,891.0,4.0,891.0,5.0,2.0,3.0,3.0
drp.en_ko.in_house.selectstar_002851.jpg,1,148,0.9411656260490417,0.9510268568992615,0.931506872177124,160,657.0,633.0,0.0,612.0,10.0,612.0,21.0,0.0,4.0,0.0
drp.en_ko.in_house.selectstar_002857.jpg,1,79,0.8681502342224121,0.8659942150115967,0.8703169822692871,87,694.0,694.0,23.0,627.0,26.0,627.0,1.0,12.0,14.0,66.0
drp.en_ko.in_house.selectstar_002864.jpg,1,99,0.9849133491516113,0.9743589758872986,0.9956989288330078,105,465.0,468.0,2.0,465.0,9.0,465.0,1.0,2.0,6.0,2.0
drp.en_ko.in_house.selectstar_002869.jpg,1,141,0.8002752065658569,0.7264808416366577,0.8907563090324402,115,476.0,574.0,2.0,426.0,9.0,426.0,148.0,2.0,9.0,0.0
drp.en_ko.in_house.selectstar_002873.jpg,1,106,0.9877322912216187,0.980440080165863,0.9951338171958923,123,822.0,818.0,0.0,818.0,16.0,818.0,0.0,0.0,3.0,0.0
drp.en_ko.in_house.selectstar_002875.jpg,1,126,0.9564588665962219,0.9363784790039062,0.977419376373291,159,620.0,613.0,4.0,610.0,36.0,610.0,2.0,3.0,22.0,1.0
drp.en_ko.in_house.selectstar_002886.jpg,1,146,0.9413816332817078,0.946835458278656,0.9359903335571289,180,828.0,790.0,6.0,781.0,33.0,781.0,3.0,6.0,23.0,6.0
drp.en_ko.in_house.selectstar_002888.jpg,1,170,0.9284496307373047,0.9732785224914551,0.8875685334205627,197,1094.0,973.0,2.0,973.0,26.0,973.0,0.0,2.0,19.0,0.0
drp.en_ko.in_house.selectstar_002894.jpg,1,100,0.9547479748725891,0.9611830115318298,0.9483985900878906,115,562.0,541.0,4.0,537.0,17.0,537.0,0.0,4.0,8.0,4.0
drp.en_ko.in_house.selectstar_002901.jpg,1,87,0.9937095642089844,0.9926624894142151,0.9947589039802551,88,954.0,954.0,1.0,950.0,3.0,950.0,4.0,1.0,2.0,0.0
drp.en_ko.in_house.selectstar_002903.jpg,1,162,0.9813504219055176,0.9672130942344666,0.9959072470664978,184,733.0,732.0,0.0,730.0,22.0,730.0,2.0,0.0,7.0,0.0
drp.en_ko.in_house.selectstar_002911.jpg,1,100,0.9787275195121765,0.9621514081954956,0.9958847761154175,101,486.0,502.0,0.0,484.0,1.0,484.0,18.0,0.0,1.0,0.0
drp.en_ko.in_house.selectstar_002915.jpg,1,159,0.9444693326950073,0.9070568084716797,0.9851008057594299,229,1141.0,1162.0,7.0,1131.0,77.0,1131.0,2.0,7.0,32.0,29.0
drp.en_ko.in_house.selectstar_002920.jpg,1,131,0.9918031096458435,0.991769552230835,0.9918367266654968,139,735.0,729.0,0.0,729.0,6.0,729.0,0.0,0.0,5.0,0.0
drp.en_ko.in_house.selectstar_002924.jpg,1,74,0.9603915810585022,0.9478458166122437,0.9732739329338074,93,449.0,441.0,3.0,440.0,22.0,440.0,0.0,2.0,14.0,1.0
drp.en_ko.in_house.selectstar_002928.jpg,1,132,0.9034077525138855,0.8492063283920288,0.9649999737739563,154,800.0,882.0,15.0,787.0,38.0,787.0,6.0,15.0,11.0,89.0
drp.en_ko.in_house.selectstar_002937.jpg,1,133,0.9722886681556702,0.9554597735404968,0.9897210001945496,141,681.0,696.0,5.0,679.0,14.0,679.0,12.0,5.0,7.0,5.0
drp.en_ko.in_house.selectstar_002942.jpg,1,124,0.9577339887619019,0.9805014133453369,0.9359999895095825,121,750.0,718.0,6.0,708.0,4.0,708.0,8.0,5.0,3.0,2.0
drp.en_ko.in_house.selectstar_002950.jpg,1,124,0.9841181039810181,0.9848484992980957,0.9833887219429016,133,602.0,594.0,1.0,593.0,8.0,593.0,0.0,1.0,8.0,1.0
